priors,school,violations,age,timeserved,alcohol,drugs,release,married,degree,gender,type,property,person,recid
0,12,1,23.41666667,1.5,0,1,1,0,0,1,0,0,0,0
2,12,0,30.66666667,0.916666667,1,0,1,0,0,1,0,0,0,1
4,9,1,61.75,1.416666667,0,0,1,1,1,1,2,1,0,0
0,11,0,26.08333333,0.916666667,0,0,1,0,0,1,0,0,0,0
0,11,1,26.66666667,1.5,0,1,1,0,1,1,2,1,0,1
7,11,0,43.16666667,2.75,0,1,1,0,0,1,0,0,0,0
2,11,2,36.25,1.75,0,0,1,1,0,1,0,0,0,0
0,9,1,21.91666667,1,1,0,1,0,0,1,2,1,0,0
0,10,0,19.33333333,0.333333333,0,0,1,0,0,1,0,0,0,1
3,12,1,21.66666667,4.166666667,0,0,1,0,1,1,2,1,0,1
2,8,1,31.75,2.916666667,0,1,1,0,0,1,0,0,0,1
2,9,0,40.33333333,0.25,0,0,0,1,0,1,0,0,0,0
0,5,0,31.33333333,0.25,1,0,1,0,0,1,0,0,0,1
1,12,2,21.5,0.416666667,0,0,1,0,0,1,0,0,0,0
1,7,0,30.16666667,0.416666667,0,1,1,1,0,1,0,0,0,0
1,9,3,31.25,1,0,0,1,0,0,0,0,0,0,0
3,8,0,25.08333333,0.583333333,1,0,1,1,0,1,0,0,0,1
0,10,0,34.5,0.416666667,0,0,1,1,0,1,0,0,0,0
3,3,0,41.25,0.833333333,0,0,0,0,0,1,0,0,0,0
0,11,0,43.41666667,0.5,1,0,0,0,0,1,0,0,0,0
0,12,0,23.58333333,1.166666667,0,0,1,0,1,1,0,0,0,0
1,11,7,26.5,5.25,0,0,1,0,1,1,2,1,0,1
2,8,1,29.5,9.416666667,0,0,0,1,0,1,0,0,0,0
0,9,0,26.58333333,0.25,0,0,1,1,0,1,0,0,0,0
0,7,1,19.33333333,0.583333333,0,0,0,0,0,1,0,0,0,1
0,8,1,23.33333333,0.75,1,0,0,0,0,1,0,0,0,0
3,9,2,25.66666667,2.25,0,0,1,1,0,1,2,1,0,0
1,8,0,27.91666667,1.416666667,0,0,1,0,1,1,1,0,1,1
0,14,4,26.66666667,1.25,0,1,0,0,0,1,0,0,0,0
0,8,1,21.75,1,0,0,0,0,0,1,0,0,0,0
1,8,0,34.75,1.083333333,0,0,1,1,1,1,2,1,0,0
0,12,0,20.08333333,0.75,0,0,1,0,0,1,0,0,0,0
0,12,0,19.5,0.75,1,0,1,0,0,1,0,0,0,0
24,3,0,47.25,0.666666667,0,1,0,0,0,1,0,0,0,1
0,9,0,19.91666667,1.75,0,0,1,0,1,1,2,1,0,0
0,9,0,16.91666667,0.083333333,0,0,1,0,0,1,0,0,0,1
0,8,1,34.5,0.833333333,0,1,0,0,0,1,0,0,0,0
0,11,0,23.25,0.416666667,0,0,1,1,1,1,1,0,1,0
0,13,1,27.16666667,0.833333333,0,0,1,1,0,1,0,0,0,0
0,12,1,32.41666667,2.416666667,1,0,1,1,0,0,0,0,0,0
0,8,2,39.25,1,0,1,1,0,0,1,0,0,0,0
0,10,0,47,0.333333333,0,0,1,1,0,1,0,0,0,1
3,6,0,27.5,6.75,1,0,0,1,0,1,0,0,0,0
4,9,2,41.08333333,0.916666667,0,1,0,1,0,1,0,0,0,0
0,12,0,23,0.5,0,0,1,0,0,0,2,1,0,0
0,5,0,36.58333333,0.833333333,0,0,1,0,1,1,1,0,1,0
3,8,5,24,2.666666667,0,1,1,0,0,1,0,0,0,1
2,13,1,26.91666667,0.666666667,0,0,0,0,0,1,0,0,0,1
1,8,1,25.58333333,2.333333333,0,0,1,1,1,1,2,1,0,1
0,10,0,27.91666667,2.416666667,1,0,1,1,1,1,2,1,0,0
2,9,0,28.91666667,1.25,0,0,1,0,1,1,2,1,0,0
0,9,2,27.25,2,0,1,1,0,1,1,2,1,0,0
2,9,2,28.25,3.166666667,0,1,1,0,1,1,2,1,0,0
0,13,0,20.91666667,0.5,0,0,1,0,0,1,0,0,0,0
0,14,0,41.33333333,0.333333333,0,0,0,0,0,1,0,0,0,0
4,12,0,32.41666667,3.083333333,1,0,1,0,0,1,1,0,1,1
0,15,2,27.08333333,0.5,1,0,1,0,0,1,1,0,1,0
0,10,0,29.16666667,6.5,0,0,1,0,1,1,1,0,1,0
4,9,2,31.16666667,4.5,0,0,1,1,1,1,2,1,0,1
5,12,16,29.58333333,6.416666667,0,1,1,1,1,1,0,0,0,0
11,9,0,51.41666667,0.333333333,1,0,0,0,0,1,0,0,0,0
0,12,0,35.25,0.75,0,0,1,0,1,1,2,1,0,1
4,9,0,34.58333333,0.75,1,1,0,0,1,1,2,1,0,0
1,11,15,21.75,3.083333333,0,0,1,0,1,1,2,1,0,0
1,8,2,23.5,0.5,0,0,0,1,0,1,0,0,0,1
0,12,0,24.75,0.666666667,0,0,0,0,0,1,0,0,0,0
0,12,0,35,0.25,0,0,0,1,0,0,0,0,0,0
0,9,1,20.91666667,0.833333333,0,0,1,0,1,1,2,1,0,0
0,10,0,20.58333333,0.666666667,0,0,1,0,0,1,0,0,0,0
4,10,0,22.66666667,0.5,1,1,1,0,0,1,2,1,0,0
0,9,1,21.58333333,0.583333333,0,0,1,1,0,1,0,0,0,0
0,13,0,31.66666667,0.416666667,1,0,0,0,0,1,0,0,0,0
2,8,8,25.33333333,2.25,0,0,0,0,0,1,0,0,0,1
0,11,0,19.75,0.666666667,0,0,1,0,0,1,0,0,0,1
0,11,1,19.08333333,0.583333333,0,0,1,0,0,1,0,0,0,1
0,7,6,28.16666667,1.666666667,0,0,1,0,1,1,0,0,0,1
0,12,1,20.75,0.583333333,0,0,1,1,0,1,0,0,0,0
7,7,3,36.75,5.416666667,0,0,1,1,1,1,2,1,0,1
1,6,1,34.33333333,2.25,0,0,1,1,0,1,2,1,0,0
0,8,3,19.83333333,3.583333333,0,0,1,0,1,1,2,1,0,1
0,3,0,45.16666667,2.833333333,0,0,1,1,1,1,2,1,0,0
3,9,0,30.41666667,0.583333333,0,1,0,1,0,1,0,0,0,0
2,8,0,24.5,0.5,1,0,1,0,0,1,0,0,0,1
0,9,0,28.08333333,0.5,0,0,1,1,0,1,0,0,0,0
6,5,1,44.16666667,1.333333333,0,0,1,1,0,1,0,0,0,1
0,11,2,22.83333333,1.416666667,0,0,1,0,0,1,0,0,0,0
4,5,0,39.16666667,1.5,0,0,1,1,1,1,1,0,1,1
0,12,0,22.16666667,0.333333333,1,1,0,0,0,1,0,0,0,0
1,9,4,27.41666667,3.083333333,0,0,0,0,1,0,2,1,0,0
0,7,0,29.41666667,3.416666667,0,0,1,1,1,1,1,0,1,0
0,9,0,19.91666667,0.5,1,0,1,1,0,1,0,0,0,1
0,8,0,20.91666667,1.75,0,0,1,0,1,1,0,0,0,0
0,5,0,44.66666667,1.416666667,0,0,1,1,0,1,0,0,0,0
0,8,0,21.66666667,0.416666667,0,1,1,0,0,1,0,0,0,0
0,9,0,31.66666667,0.5,1,1,1,0,0,1,0,0,0,1
0,15,6,33.83333333,1.75,0,0,0,0,0,1,2,1,0,0
0,9,0,20.91666667,1.25,0,0,1,0,1,1,2,1,0,0
0,10,0,25.83333333,0.666666667,0,0,1,1,1,1,2,1,0,0
0,12,0,21.5,0.833333333,0,0,1,0,0,1,0,0,0,0
1,9,0,19.58333333,0.25,0,1,0,0,0,1,0,0,0,0
0,13,0,23.66666667,0.5,1,0,1,0,0,1,0,0,0,0
0,10,2,24.41666667,1.416666667,0,0,0,0,0,1,0,0,0,0
0,8,1,19.83333333,1.583333333,0,0,1,0,0,1,2,1,0,0
4,10,5,24.5,4.166666667,0,1,1,0,0,1,0,0,0,1
1,8,0,19.25,0.666666667,0,0,1,0,0,1,0,0,0,1
2,10,5,26.91666667,8.666666667,0,0,1,1,1,1,2,1,0,1
1,14,4,24.58333333,3.333333333,1,0,0,0,1,1,2,1,0,0
3,6,0,50,0.166666667,1,0,1,0,0,1,0,0,0,0
8,4,7,45.41666667,11,0,1,1,0,0,1,0,0,0,1
1,8,0,25.16666667,1.25,0,0,1,0,1,1,0,0,0,0
1,2,0,57.75,1.75,0,0,1,0,1,1,1,0,1,0
4,3,1,48.25,0.583333333,0,1,0,0,0,1,0,0,0,1
0,11,4,29.08333333,2.583333333,1,0,1,0,1,1,2,1,0,0
1,10,0,19.5,0.666666667,1,0,1,0,0,1,0,0,0,1
0,10,1,27.08333333,2.916666667,0,0,1,1,1,1,1,0,1,0
1,8,1,31.33333333,0.916666667,1,0,0,0,0,1,0,0,0,0
2,12,2,28.75,3.75,0,0,1,0,1,1,2,1,0,0
1,12,0,45.66666667,0.333333333,1,0,0,0,0,1,0,0,0,0
6,8,2,38.5,4.833333333,0,0,1,0,1,1,2,1,0,0
0,12,0,24.08333333,1.416666667,0,0,1,0,1,1,0,0,0,0
0,9,10,24.83333333,2.166666667,0,0,1,0,1,1,2,1,0,0
0,8,3,19.83333333,2.5,0,0,1,0,1,1,2,1,0,1
5,4,0,49.66666667,0.666666667,0,0,0,1,0,1,0,0,0,0
0,7,1,31.66666667,1.333333333,0,1,1,0,1,1,2,1,0,0
1,12,2,32.25,2.833333333,0,0,0,0,1,1,2,1,0,0
0,12,0,33.5,0.666666667,0,1,1,0,0,1,0,0,0,0
0,10,0,34.83333333,0.166666667,0,0,1,1,0,1,0,0,0,0
0,10,0,24.75,0.166666667,1,1,0,0,0,0,0,0,0,1
0,11,0,24.16666667,0.5,0,1,1,0,0,1,0,0,0,0
3,10,0,37.91666667,5.333333333,0,0,1,1,1,1,2,1,0,1
0,9,1,26.16666667,1.666666667,0,0,1,1,1,1,2,1,0,0
4,9,4,30,7,1,1,1,0,1,1,1,0,1,0
1,7,3,21.5,3.333333333,0,0,1,0,1,1,2,1,0,1
1,9,0,30.33333333,6.25,1,1,1,1,1,1,1,0,1,1
0,12,0,24.91666667,0.583333333,1,1,1,0,0,1,0,0,0,0
12,5,2,28.33333333,2.833333333,0,0,1,0,0,1,0,0,0,1
1,9,0,42.66666667,0.5,1,0,1,0,0,1,0,0,0,1
4,2,0,52.75,0.333333333,0,1,1,0,0,1,0,0,0,0
1,9,5,20.66666667,1.5,0,0,1,0,1,1,2,1,0,1
1,4,2,22,1.166666667,0,0,1,0,1,1,2,1,0,0
0,9,0,30.58333333,0.583333333,1,0,1,0,0,1,0,0,0,0
0,9,0,22.91666667,0.25,0,0,1,0,0,1,0,0,0,0
0,7,2,19.16666667,1.166666667,0,1,1,0,0,1,0,0,0,1
1,11,0,30.08333333,0.583333333,0,1,1,1,0,1,0,0,0,0
8,11,0,43.33333333,0.416666667,1,0,0,1,0,1,0,0,0,0
0,10,0,23.5,0.583333333,1,0,0,0,0,1,0,0,0,0
0,10,0,21.58333333,1.75,0,0,1,0,1,1,0,0,0,0
0,7,1,19.83333333,0.583333333,0,0,1,0,0,1,0,0,0,1
0,7,0,28.16666667,0.583333333,0,0,1,0,0,1,0,0,0,1
0,11,0,19.33333333,0.75,0,0,1,0,0,1,0,0,0,0
0,9,3,22.58333333,2.166666667,0,1,0,0,1,1,2,1,0,0
0,9,0,19.5,0.416666667,0,0,1,0,0,1,0,0,0,1
3,10,1,30.25,2.583333333,1,0,1,1,0,0,0,0,0,0
9,8,5,34.58333333,8.583333333,0,0,1,0,1,1,2,1,0,1
2,9,0,20.58333333,1.333333333,0,0,0,0,1,1,2,1,0,1
0,10,0,19.08333333,0.416666667,0,0,1,0,0,1,0,0,0,1
1,10,3,22.83333333,1.5,0,1,0,0,0,1,0,0,0,1
0,9,1,23.58333333,0.416666667,1,0,0,1,0,1,0,0,0,1
0,10,0,21.25,0.416666667,0,0,1,0,0,1,0,0,0,0
0,7,0,19.91666667,1.916666667,0,1,1,0,1,1,2,1,0,0
0,11,0,21.25,0.5,0,1,0,0,0,1,0,0,0,0
0,11,4,21.25,1.333333333,0,0,0,0,0,1,0,0,0,0
2,7,0,37.25,0.25,1,0,1,0,0,1,0,0,0,0
10,9,3,22.75,2.916666667,1,0,1,0,1,1,2,1,0,0
2,10,0,28.91666667,0.833333333,0,1,0,0,0,1,0,0,0,1
0,12,0,27.16666667,2.333333333,1,0,1,0,1,0,2,1,0,0
0,10,0,20.58333333,0.416666667,0,0,0,0,0,1,0,0,0,0
1,10,2,23.91666667,2.833333333,0,0,1,1,1,1,2,1,0,1
0,10,0,28.5,0.5,1,0,1,0,1,0,2,1,0,0
0,12,0,24,2.333333333,0,0,1,1,0,1,0,0,0,0
0,8,0,20.41666667,0.416666667,0,1,0,0,0,1,0,0,0,0
0,12,0,37.16666667,2.083333333,0,1,1,1,0,1,0,0,0,0
3,7,0,27.83333333,0.333333333,1,0,1,1,0,1,0,0,0,1
2,3,0,44.25,0.416666667,1,0,0,0,0,1,0,0,0,0
0,10,1,18.58333333,0.416666667,0,0,1,0,0,1,0,0,0,0
0,8,0,31.66666667,0.75,1,0,0,0,0,1,0,0,0,0
0,16,0,42.58333333,1.833333333,1,0,1,0,1,1,1,0,1,0
0,10,0,20.08333333,0.916666667,0,0,1,1,0,1,0,0,0,0
0,15,0,42.16666667,0.583333333,1,1,1,0,0,1,0,0,0,0
28,6,2,55.16666667,1.416666667,0,1,1,0,0,1,0,0,0,0
1,11,0,28,0.583333333,0,0,1,1,0,0,0,0,0,0
2,11,2,46.16666667,0.916666667,0,1,0,0,0,1,0,0,0,0
1,9,14,21.5,4.25,0,0,1,0,1,1,2,1,0,1
2,9,24,23.25,4,1,0,0,0,1,1,0,0,0,1
4,10,3,38.16666667,8.666666667,1,0,0,1,1,1,1,0,1,1
6,10,0,32.75,0.5,0,1,0,1,0,1,0,0,0,1
0,9,2,20.58333333,0.416666667,1,1,0,0,0,1,0,0,0,1
0,10,2,22.91666667,1.416666667,0,1,0,0,0,1,1,0,1,0
1,10,0,22.08333333,0.5,0,1,1,0,0,1,0,0,0,0
0,8,2,19.66666667,1.416666667,1,0,1,0,1,1,2,1,0,0
2,11,5,34.25,2.083333333,0,0,1,0,1,1,1,0,1,0
1,12,7,26.5,3,0,0,0,0,0,0,0,0,0,0
0,9,2,20.75,1.75,0,0,1,0,0,1,0,0,0,0
0,9,1,16.83333333,0.583333333,0,0,1,0,0,1,2,1,0,1
4,11,0,29.58333333,0.583333333,0,1,0,0,0,1,0,0,0,0
0,14,1,30.16666667,1.333333333,1,0,1,0,1,1,1,0,1,0
0,12,0,21.08333333,0.666666667,0,0,1,0,1,1,2,1,0,0
0,11,1,20,1,1,1,1,0,0,1,2,1,0,1
1,9,12,25.58333333,6.166666667,1,0,1,0,1,1,2,1,0,1
6,9,1,25.75,0.5,0,0,0,0,0,1,0,0,0,0
0,6,1,43.91666667,0.916666667,0,0,1,1,1,1,2,1,0,0
1,5,2,59.75,1.583333333,1,0,1,0,0,1,0,0,0,1
1,11,0,35.5,0.416666667,1,0,1,0,0,1,0,0,0,0
0,12,0,21.83333333,0.25,1,1,0,1,0,1,0,0,0,0
0,8,0,24.58333333,1.5,1,0,1,0,1,1,2,1,0,1
1,11,0,31.5,0.416666667,0,0,0,0,0,1,0,0,0,0
8,10,0,32.25,0.416666667,1,0,0,1,0,1,0,0,0,1
0,7,0,30.58333333,0.75,0,0,1,1,1,1,2,1,0,0
0,10,0,18.83333333,0.5,1,1,0,0,0,1,0,0,0,1
4,12,1,28.83333333,0.333333333,0,1,1,1,0,1,0,0,0,1
0,9,0,17.58333333,0.5,0,0,0,0,0,1,0,0,0,1
0,9,10,23.25,1.25,0,0,0,0,0,1,0,0,0,0
0,13,0,23.41666667,0.75,0,0,1,0,0,1,0,0,0,0
2,12,5,25.25,3.666666667,1,1,1,1,1,1,2,1,0,1
0,7,0,35.41666667,3.583333333,0,0,1,1,0,1,0,0,0,0
0,11,0,22.41666667,0.916666667,0,0,0,0,0,1,0,0,0,1
3,10,1,19.91666667,0.666666667,0,0,1,0,0,1,0,0,0,1
0,18,0,39.41666667,0.666666667,1,0,1,0,0,1,0,0,0,0
2,7,0,21.66666667,1.083333333,1,1,1,0,0,1,0,0,0,0
0,12,0,34.66666667,0.25,1,0,1,0,0,1,0,0,0,0
0,12,1,21.41666667,1.583333333,0,0,1,0,1,1,2,1,0,1
4,1,0,63.41666667,2.75,0,1,0,1,0,1,0,0,0,0
7,9,9,30.58333333,3,0,0,0,0,1,1,0,0,0,1
0,14,0,35.25,0.333333333,1,0,1,1,0,1,0,0,0,0
2,8,0,30.5,0.166666667,0,0,1,0,0,1,0,0,0,1
9,6,2,39.58333333,6.75,0,0,0,1,0,1,0,0,0,0
0,10,0,23,1.75,0,0,1,0,1,1,2,1,0,0
0,13,0,28,0.75,1,0,1,0,1,0,2,1,0,0
0,9,2,19.25,1.166666667,0,0,0,0,0,1,2,1,0,1
0,14,0,27.25,0.416666667,0,0,0,0,0,1,0,0,0,1
0,10,6,24.08333333,3,0,0,1,0,1,1,0,0,0,0
0,12,3,31.58333333,2.083333333,0,0,0,1,1,1,0,0,0,0
6,1,0,46.91666667,0.5,0,1,0,0,0,1,0,0,0,0
0,12,0,28.66666667,0.833333333,0,1,1,1,0,1,0,0,0,0
0,10,1,25,4.25,0,0,0,0,1,1,2,1,0,1
11,9,0,53.08333333,2,0,1,1,0,1,1,0,0,0,0
0,8,2,21.16666667,2,0,0,1,0,1,1,2,1,0,0
0,10,0,20.75,1.333333333,0,0,1,0,1,1,2,1,0,0
6,12,0,60,0.666666667,0,1,0,0,0,1,0,0,0,1
1,9,0,26.25,0.333333333,1,0,1,0,0,1,1,0,1,1
1,12,3,27.16666667,3,0,0,1,1,1,1,2,1,0,0
1,12,0,25.33333333,0.916666667,1,0,0,0,0,1,0,0,0,0
0,9,7,24.5,2.333333333,0,0,1,0,1,1,2,1,0,1
0,9,1,21.91666667,1.75,0,0,1,1,0,1,0,0,0,0
7,4,0,54.75,1.916666667,0,0,1,1,1,1,2,1,0,0
4,9,1,37.75,4.5,0,0,1,0,1,1,1,0,1,1
0,10,2,21.66666667,2.916666667,0,0,1,1,1,1,2,1,0,0
0,3,1,39.75,1.166666667,0,1,0,1,0,1,0,0,0,0
6,12,1,37.5,0.916666667,0,0,0,0,0,1,0,0,0,1
0,11,2,22,0.416666667,0,1,1,0,0,1,0,0,0,1
0,10,0,25.41666667,0.5,0,1,1,1,0,1,0,0,0,0
0,12,0,20.41666667,0.75,0,0,1,0,0,1,0,0,0,0
0,9,3,21.08333333,0.75,0,0,0,0,0,1,0,0,0,1
0,12,3,25.66666667,1.166666667,0,0,0,0,0,1,0,0,0,0
0,8,0,31.5,0.583333333,1,0,1,0,0,1,0,0,0,0
3,8,3,23.25,5,1,0,1,0,1,1,2,1,0,1
10,7,0,39.75,1.166666667,0,0,1,0,0,1,0,0,0,1
0,12,4,25.91666667,2.583333333,0,0,1,1,0,1,0,0,0,0
0,9,0,25.66666667,1.166666667,0,0,1,0,1,1,2,1,0,0
1,9,1,27.08333333,2.916666667,0,0,1,1,1,1,1,0,1,0
1,12,15,29.25,3.916666667,0,0,1,0,1,1,2,1,0,1
1,9,3,19.16666667,3,0,0,1,0,1,1,2,1,0,1
0,11,0,19.33333333,0.333333333,0,0,1,1,0,0,2,1,0,0
0,11,0,23.33333333,2,0,0,1,0,1,1,2,1,0,0
0,12,0,25.33333333,0.5,0,0,1,0,1,1,2,1,0,0
0,11,0,19.5,1.416666667,0,0,1,1,0,1,0,0,0,1
3,5,0,39.25,0.416666667,1,0,0,0,0,1,0,0,0,0
0,10,0,23.91666667,0.416666667,0,1,0,0,0,1,0,0,0,0
0,13,1,21.91666667,1.25,0,0,1,0,0,1,0,0,0,0
0,7,0,34.16666667,0.333333333,0,0,1,0,0,1,0,0,0,0
0,11,1,23.41666667,1.583333333,0,0,1,0,1,1,2,1,0,0
0,13,0,36.33333333,2.166666667,0,0,1,1,1,1,2,1,0,0
0,10,1,28.16666667,0.5,0,0,0,0,0,1,0,0,0,0
0,7,0,23.91666667,0.916666667,0,1,1,1,0,1,0,0,0,0
2,8,0,20.25,3.916666667,0,1,1,0,1,1,0,0,0,1
0,9,1,25.33333333,1.666666667,0,0,1,1,1,1,2,1,0,0
2,9,2,18.58333333,1.666666667,1,0,1,0,0,1,0,0,0,1
0,12,2,23,2.5,0,0,1,0,1,1,2,1,0,0
2,8,6,35,14.25,0,0,0,0,1,1,0,0,0,1
0,9,4,21.08333333,1.916666667,0,0,1,0,1,1,2,1,0,0
2,3,0,48.08333333,0.916666667,0,1,0,1,0,1,0,0,0,0
0,8,0,17.33333333,0.166666667,0,0,1,0,0,1,0,0,0,1
6,14,1,33.33333333,0.333333333,0,0,1,1,0,1,0,0,0,1
3,8,0,20.91666667,0.916666667,0,1,1,0,0,1,0,0,0,1
0,8,0,37.25,0.5,0,0,1,0,0,0,0,0,0,0
2,12,1,32.83333333,3,0,1,1,1,1,1,2,1,0,0
0,8,2,39.16666667,3.333333333,0,1,1,0,1,1,1,0,1,0
0,9,0,19.25,0.916666667,0,0,1,0,0,1,0,0,0,0
0,9,0,39.08333333,0.25,1,0,0,1,0,1,0,0,0,0
0,11,0,18,0.5,0,0,0,0,0,1,0,0,0,0
0,11,1,20.83333333,0.75,0,0,1,0,0,1,0,0,0,1
0,12,9,20.41666667,6.333333333,1,1,1,1,1,1,2,1,0,1
0,12,0,25.16666667,1.666666667,0,1,1,0,1,1,1,0,1,0
1,11,4,30.41666667,6.333333333,0,0,0,1,0,1,0,0,0,1
0,10,1,17.08333333,0.833333333,0,0,1,0,0,1,0,0,0,1
0,11,0,20.41666667,0.5,0,0,0,0,0,1,0,0,0,1
1,8,1,24.75,2.916666667,0,0,0,0,1,1,2,1,0,0
2,4,0,49.25,1.083333333,0,1,0,0,0,1,0,0,0,0
0,10,15,27,12.16666667,0,1,1,1,1,1,1,0,1,1
1,10,2,19.75,0.416666667,1,1,0,0,0,1,0,0,0,1
0,13,0,35.16666667,1.75,0,1,1,0,0,1,0,0,0,0
0,14,0,26,0.25,0,1,1,0,0,0,0,0,0,0
2,9,0,37.41666667,1.75,0,0,1,0,0,1,0,0,0,0
0,14,0,32.25,0.5,0,0,0,0,0,1,0,0,0,0
0,8,0,22.16666667,2.916666667,0,0,1,1,1,1,1,0,1,0
0,8,0,26.5,0.916666667,0,1,1,1,0,1,0,0,0,0
1,12,2,19.58333333,0.583333333,0,1,0,0,0,1,0,0,0,1
1,8,0,29.41666667,2.333333333,0,0,1,0,1,1,2,1,0,0
1,12,0,20.41666667,0.25,0,0,1,1,0,1,0,0,0,0
0,11,0,20.58333333,0.5,0,0,1,0,0,1,0,0,0,0
6,12,4,30.41666667,1.666666667,1,1,0,0,0,1,0,0,0,1
7,10,0,31.41666667,0.583333333,0,0,1,0,0,1,0,0,0,1
0,16,0,37.25,2.166666667,0,0,0,0,1,1,0,0,0,0
13,3,2,58.91666667,18.16666667,0,0,1,0,1,1,1,0,1,1
0,11,0,27.33333333,1.5,1,1,0,0,0,1,0,0,0,0
8,11,1,30.91666667,0.666666667,0,1,0,0,0,1,0,0,0,0
0,13,0,30.33333333,0.75,1,0,1,1,1,0,2,1,0,0
0,15,0,25.5,1,0,0,1,0,0,1,0,0,0,0
3,12,0,21.58333333,1,0,1,1,0,1,1,2,1,0,0
6,11,5,26.91666667,5.666666667,1,1,1,0,1,1,2,1,0,0
0,12,2,25,2,0,0,1,0,1,1,0,0,0,0
4,9,0,43.83333333,0.5,1,0,0,1,0,1,0,0,0,0
0,12,1,27.5,1.333333333,0,1,0,0,0,1,2,1,0,0
0,12,1,29.5,0.916666667,0,1,0,0,0,1,0,0,0,0
0,11,0,37.41666667,0.916666667,1,0,1,1,1,1,1,0,1,0
0,6,0,41.58333333,0.666666667,0,1,1,1,0,1,0,0,0,0
2,8,1,30.58333333,0.75,0,1,1,0,0,1,0,0,0,0
2,12,1,25.33333333,0.916666667,0,0,0,0,0,1,0,0,0,1
2,12,5,32,8.333333333,1,0,1,0,1,1,0,0,0,1
3,9,0,48.5,0.333333333,0,0,1,0,0,1,0,0,0,0
0,4,0,55.08333333,0.666666667,1,0,1,1,0,1,0,0,0,0
0,5,1,26.08333333,0.916666667,0,1,0,1,0,1,0,0,0,0
1,8,0,24.25,1.583333333,0,1,1,0,0,1,2,1,0,0
0,12,0,24.91666667,2,0,0,1,1,1,0,2,1,0,0
0,12,0,40.58333333,0.416666667,1,0,1,0,0,1,0,0,0,0
0,9,1,18.66666667,0.75,0,0,1,0,0,1,2,1,0,1
1,12,1,27.58333333,3.666666667,0,0,1,0,1,1,1,0,1,0
3,10,1,29.41666667,1.75,1,0,1,0,0,1,2,1,0,1
0,11,0,21.41666667,0.333333333,0,0,1,0,0,0,0,0,0,0
0,12,1,28.08333333,1.583333333,0,0,1,1,1,1,0,0,0,0
0,11,0,21.41666667,0.583333333,0,0,1,0,0,1,0,0,0,0
3,12,0,54.16666667,0.666666667,1,0,1,0,0,1,0,0,0,1
0,9,0,20.83333333,0.833333333,0,0,1,0,0,1,0,0,0,0
21,11,0,66.91666667,1.083333333,0,0,0,0,0,1,2,1,0,0
0,8,1,26.66666667,0.833333333,0,0,1,0,0,1,0,0,0,0
0,10,0,17.91666667,0.416666667,0,0,0,0,0,1,0,0,0,0
0,10,1,24.41666667,0.583333333,0,1,1,0,0,1,0,0,0,1
0,12,0,41.08333333,0.833333333,0,0,0,1,0,1,0,0,0,0
0,11,3,20.33333333,1.5,0,1,0,0,0,1,0,0,0,1
0,2,0,38.66666667,1.75,0,0,1,0,1,1,1,0,1,0
1,10,1,24.33333333,2.416666667,0,0,0,0,1,1,2,1,0,1
2,3,0,43.66666667,0.75,0,1,0,1,0,1,0,0,0,1
0,10,5,23.08333333,5.25,0,1,1,0,1,1,2,1,0,0
0,11,0,40.66666667,0.416666667,1,0,0,1,0,1,0,0,0,1
3,3,0,41.33333333,0.416666667,1,0,0,1,0,1,0,0,0,0
7,7,0,57.08333333,1.083333333,0,0,1,1,1,1,2,1,0,0
0,8,2,24.41666667,1.75,1,0,1,0,1,1,2,1,0,0
0,12,0,28.08333333,0.333333333,0,0,1,0,0,1,0,0,0,0
0,11,0,23.58333333,0.416666667,0,0,0,0,0,1,0,0,0,0
0,7,0,31.16666667,0.25,0,0,1,1,0,1,0,0,0,0
0,8,0,21.66666667,1.5,0,0,1,1,1,1,0,0,0,0
3,13,0,23.83333333,1.333333333,0,0,1,0,1,1,2,1,0,0
1,11,0,38.25,4.25,0,0,0,1,1,1,1,0,1,0
3,8,1,27.08333333,0.583333333,1,0,1,0,0,1,0,0,0,0
1,12,4,29.91666667,4,1,0,1,0,1,1,2,1,0,1
0,8,0,24.83333333,2.333333333,0,0,1,0,1,1,2,1,0,0
5,8,1,28.91666667,1.166666667,0,1,0,0,0,1,0,0,0,1
0,11,0,23.5,0.416666667,0,0,1,0,0,0,0,0,0,0
2,7,0,52.25,0.5,1,0,1,0,0,1,0,0,0,0
0,12,1,24.5,3.416666667,0,1,1,0,1,1,2,1,0,1
4,10,1,31.16666667,1.75,0,0,1,0,1,1,2,1,0,1
2,11,1,27,9.333333333,0,1,1,0,1,1,2,1,0,1
0,9,3,29.75,2.5,0,0,0,0,0,1,0,0,0,1
0,10,1,21.08333333,2,0,0,1,0,1,1,2,1,0,0
0,10,0,18.66666667,0.666666667,0,0,1,1,0,0,0,0,0,0
0,10,1,20.08333333,0.416666667,0,0,1,0,0,1,0,0,0,1
0,16,0,25.58333333,1,0,1,1,0,0,1,0,0,0,0
1,12,0,23.08333333,0.916666667,0,0,1,0,0,1,0,0,0,0
0,9,1,25.58333333,3.166666667,0,0,1,1,1,1,2,1,0,0
0,10,0,20.66666667,0.333333333,0,0,1,0,0,1,0,0,0,0
0,10,0,20.75,1.5,0,0,1,0,1,1,2,1,0,0
1,11,0,25.25,0.833333333,0,1,0,0,0,1,0,0,0,1
0,8,1,17.66666667,0.583333333,0,0,1,0,0,1,0,0,0,1
